"Id","y"
1,0.0757336020469666
2,0.0752537995576859
3,0.072651207447052
4,0.0657660812139511
5,0.0609601140022278
6,0.0562600791454315
7,0.0649329200387001
8,0.0724584609270096
9,0.370144337415695
10,0.275093913078308
11,0.118160299956799
12,0.0708057880401611
13,0.164782181382179
14,0.0628380253911018
15,0.26140695810318
16,0.142109453678131
17,0.0824517458677292
18,0.319189518690109
19,0.486123770475388
20,0.615814983844757
21,0.14275036752224
22,0.169644594192505
23,0.391819059848785
24,0.129051968455315
25,0.14853523671627
26,0.114995665848255
27,0.191675886511803
28,0.201001077890396
29,0.0663814917206764
30,0.0701434314250946
31,0.156218320131302
32,0.377278208732605
33,0.0740451663732529
34,0.227791756391525
35,0.0802589580416679
36,0.0678747296333313
37,0.0747286006808281
38,0.0672877728939056
39,0.108343675732613
40,0.169191956520081
41,0.0790513381361961
42,0.101809695363045
43,0.0786375477910042
44,0.637331306934357
45,0.0812222361564636
46,0.184907183051109
47,0.068983718752861
48,0.069249801337719
49,0.0782658457756042
50,0.445899248123169
51,0.142211049795151
52,0.284448087215424
53,0.0781658440828323
54,0.202314615249634
55,0.0562557354569435
56,0.0558015443384647
57,0.770561158657074
58,0.0636013373732567
59,0.14321006834507
60,0.0647993758320808
61,0.405064165592194
62,0.201481848955154
63,0.0752312019467354
64,0.0562557354569435
65,0.0862345919013023
66,0.152838677167892
67,0.322512060403824
68,0.18600095808506
69,0.0889108926057816
70,0.243224024772644
71,0.074600026011467
72,0.180743798613548
73,0.0591073110699654
74,0.0607938729226589
75,0.116376422345638
76,0.121791176497936
77,0.186200946569443
78,0.496565133333206
79,0.0693828910589218
80,0.437395453453064
81,0.0783348083496094
82,0.159009516239166
83,0.0558015443384647
84,0.0628989189863205
85,0.190267756581306
86,0.164990052580833
87,0.0644405037164688
88,0.0763014331459999
89,0.644966185092926
90,0.173756346106529
91,0.0609601140022278
92,0.0789069086313248
93,0.565734922885895
94,0.240375801920891
95,0.116940476000309
96,0.0562600791454315
97,0.0675598308444023
98,0.160392701625824
99,0.0699494704604149
100,0.245410785079002
101,0.130697399377823
102,0.11148476600647
103,0.226612910628319
104,0.824242830276489
105,0.462593615055084
106,0.148893505334854
107,0.0604642927646637
108,0.147251591086388
109,0.0920207276940346
110,0.0761299729347229
111,0.0665120407938957
112,0.128942713141441
113,0.0986371040344238
114,0.216743379831314
115,0.123482383787632
116,0.0772163793444633
117,0.130529254674911
118,0.0601837672293186
119,0.0769325420260429
120,0.319656044244766
121,0.742876291275024
122,0.0809489637613297
123,0.157024592161179
124,0.0628380253911018
125,0.413604974746704
126,0.351910948753357
127,0.210810363292694
128,0.0653142854571342
129,0.119804449379444
130,0.36372509598732
131,0.0709168240427971
132,0.0625368282198906
133,0.639624953269958
134,0.291725605726242
135,0.283199787139893
136,0.151430502533913
137,0.159895434975624
138,0.089248351752758
139,0.30569314956665
140,0.147592812776566
141,0.633300423622131
142,0.13044348359108
143,0.0714463666081429
144,0.0618574768304825
145,0.102352544665337
146,0.0918257534503937
147,0.0698629394173622
148,0.703212738037109
149,0.1219123005867
150,0.837458968162537
151,0.0630055516958237
152,0.281932532787323
153,0.125074401497841
154,0.121977053582668
155,0.0854377150535583
156,0.0731468722224236
157,0.0631447434425354
158,0.168905541300774
159,0.0924836620688438
160,0.108981855213642
161,0.0609601140022278
162,0.090453714132309
163,0.0759723335504532
164,0.106008291244507
165,0.575174927711487
166,0.475747585296631
167,0.153101071715355
168,0.0839293152093887
169,0.127588614821434
170,0.0701445788145065
171,0.20123890042305
172,0.0927084535360336
173,0.124193027615547
174,0.0558015443384647
175,0.0562600791454315
176,0.0661420375108719
177,0.0558015443384647
178,0.349160015583038
179,0.0643399134278297
180,0.122391045093536
181,0.0597463957965374
182,0.424582839012146
183,0.0681253299117088
184,0.218827664852142
185,0.0790513381361961
186,0.427376925945282
187,0.145374357700348
188,0.0658899545669556
189,0.130142986774445
190,0.115055218338966
191,0.0733424052596092
192,0.438983052968979
193,0.0609601140022278
194,0.0625668466091156
195,0.397452771663666
196,0.127135843038559
197,0.0690876096487045
198,0.0663814917206764
199,0.0558015443384647
200,0.707594335079193
201,0.144334971904755
202,0.0763602331280708
203,0.745086789131165
204,0.30128937959671
205,0.099969357252121
206,0.0663814917206764
207,0.212060511112213
208,0.0916711986064911
209,0.0609601140022278
210,0.411656260490417
211,0.0684810951352119
212,0.62813663482666
213,0.117823608219624
214,0.113200649619102
215,0.066089928150177
216,0.21488182246685
217,0.103015661239624
218,0.273668646812439
219,0.0876275599002838
220,0.454635560512543
221,0.383618652820587
222,0.12747323513031
223,0.375899642705917
224,0.0558015443384647
225,0.0670778825879097
226,0.183894589543343
227,0.0743927881121635
228,0.0590471588075161
229,0.060196578502655
230,0.0792945101857185
231,0.561786651611328
232,0.082023523747921
233,0.162056401371956
234,0.0748143196105957
235,0.331365942955017
236,0.3527812063694
237,0.0670929998159409
238,0.147619694471359
239,0.060968890786171
240,0.139154553413391
241,0.659889340400696
242,1e-06
243,0.262866079807281
244,0.0652444437146187
245,0.140923321247101
246,0.101341262459755
247,0.799831986427307
248,0.351413577795029
249,0.489106953144073
250,0.0839360952377319
251,0.0649125576019287
252,0.726208508014679
253,0.0611983686685562
254,0.464853405952454
255,0.0723033025860786
256,0.461491405963898
257,0.0661420375108719
258,0.0717045366764069
259,0.668282568454742
260,0.40777263045311
261,0.0810115486383438
262,0.0643399134278297
263,0.0648495480418205
264,0.106977604329586
265,0.0706285461783409
266,0.0645683482289314
267,0.673839807510376
268,0.223533645272255
269,0.0701142847537994
270,0.103076547384262
271,0.0610794611275196
272,0.405111104249954
273,0.284150153398514
274,0.298994183540344
275,0.0785002708435059
276,0.848828613758087
277,0.104320824146271
278,0.270515203475952
279,0.435726493597031
280,0.0569824986159801
281,0.058947928249836
282,0.114228866994381
283,0.0698480680584908
284,0.0753831043839455
285,0.105882808566093
286,0.533719837665558
287,0.165975481271744
288,0.097165621817112
289,0.0818405598402023
290,0.10601718723774
291,0.0900473669171333
292,0.717937707901001
293,0.191571816802025
294,0.432900309562683
295,0.295401096343994
296,0.128793299198151
297,0.0837974846363068
298,0.0609601140022278
299,0.77401065826416
300,0.17047493159771
301,0.0849473625421524
302,0.0842921286821365
303,0.208332374691963
304,0.080410823225975
305,0.341081172227859
306,0.697317242622375
307,0.0673698782920837
308,0.257958829402924
309,0.177623644471169
310,0.0747179910540581
311,0.286553263664246
312,0.100197494029999
313,0.156669452786446
